TEXT,emoji,class
"Got a personal tour of the Mercedes Benz stadium (my 2nd ), but the…
",😜,2
"#yankeestadium #yankees #usa #newyork #mlb #bronx @ Yankee Stadium
",🇺🇸,0
"All the strength you need is already inside you; excuses are useless, results are PRICELESS!…
",🇺🇸,0
"Welcome back to the civilian life cadet @ O'Charley's
",🇺🇸,0
"A bit of our US Trip @ United States
",🇺🇸,0
"Happy 4th! #meltingintexasheat @ Fort Worth, Texas
",🇺🇸,0
"Year one was fun with you , now let's go for year two @ The Rabbit Hole
",😜,2
"Gratuitous date night selfie @ Johnny's Sushi House
",😜,2
"Tis the weekend to find the perfect tree .....#christmastree #thatsdarling…
",🎄,1
"Happy Christmas! #ohchristmastree # #merrychristmas @ Al and Alma's Supper Club and Charter…
",🎄,1
"‘Congrats esa!! And Tis the season to give “and so happy and proud to Give Back to our…
",🎄,1
"Happy 4th of July @ Fernandina Harbor Marina
",🇺🇸,0
"Have yourself a merry little Christmas #christmas #momlife #momanddaughters #photograph…
",🎄,1
"God bless America # #HappyHour @ The Outlets at Orange
",🇺🇸,0
"Happy Fourth @ Ruston Way, Tacoma
",🇺🇸,0
"Getting our tree! #christmastree #christmas2015 @ Tony's Market
",🎄,1
"Merry Litmas @ University Oaks :: Apartments near Kent State…
",🎄,1
"Christmas Dinner @ Ming's BBQ
",🎄,1
"Merry Christmas #tistheseason @ Rio Rancho High School
",🎄,1
"Ready or not, only 4 more days til #cousineddie @ Chicago, Illinois
",🎄,1
"#christmas week here we go! @user #AUS #HOU #CRP #IAH #DAL #AMA #LBB #PHX #avgeek #737…
",🎄,1
"PostWorkout Heaven-- #DONTJUDGE #Pizza #NYC #OMG #cheatday #sunday #sliceofheaven #foodporn…
",😜,2
"Christmas w/ the babes @ Brier Creek Country Club
",🎄,1
"(@ State of Nevada Department of Motor Vehicles in Las Vegas, NV)
",🇺🇸,0
"Bart, help!!! #thesimpsons #orlando #florida #simpsons @ Universal Studios Florida
",😜,2
"12 DAYS OF FUELHOUSE #fuelhouse #fuelhousetribe #12daysofchristmaswod #holidaywod…
",🎄,1
"Part of the Estabrook Gallery private collection (my parents home) . I did this series back in…
",😜,2
"Merry and Bright. @ Old Salem Museums &amp; Gardens
",🎄,1
"It's beginning to look a lot like #Christmas @ Florida
",🎄,1
"Would you pray for us? (No jokes.. it's a rag tag crew! ) We're headed to Indonesia to invest in…
",😜,2
"@user #Sprintervals I started my fitness tracker kind of late in the game but what a…
",😜,2
"She's American #the1975 #thisisasafespace #shadowofthecity @ Shadow of the City
",🇺🇸,0
"@ Mammoth Hot Springs-Yellowstone National Park
",🇺🇸,0
"Merry fratmas from 2/3 of Sleeper 1014 @ Chi Phi Fraternity
",🎄,1
"Annual Christmas tree picture #3years #stopgrowing #mybabies…
",🎄,1
"Show #8 tonight. Toronto let's get it! @user #tmbo @ Toronto, Ontario
",😜,2
"#newyork #NYC @ New York, New York
",🇺🇸,0
"#brooklynbridge en Brooklyn Bridge
",🇺🇸,0
"Happy Birthday America!! Fantasy Cupcake team is wishing you all a fun and safe 4th of July!…
",🇺🇸,0
"Merry Christmas! @ United Church of Christ in Keene
",🎄,1
"Making merry #holidays #tablescape #evergreen #brass #candlestick #vintage #brasscandlesticks…
",🎄,1
"Beale Street in Memphis, Tennessee! @ Beale Street
",🇺🇸,0
"The Buys kids annual picture for Christmas! @ Our Lady's Immaculate Heart
",🎄,1
"Meet my cousin, Samantha Lou Who. #xmas2015 #xmasinwhoville…
",🎄,1
"guess what day it is home@6 @ Youngstown State University
",😜,2
"&amp; that's a wrap! happy senior night to all (thanks for the bomb poster mo) @ Grayslake Central High…
",😜,2
"Disney #universalstudios#disney##disneyland#usa#orlando#florida#sky#clouds#disneyorlando…
",🇺🇸,0
"let the christmas festivities begin @ Jarrettsville Nurseries…
",🎄,1
"Happy 4th #nonewfriends @ Columbus, Ohio
",🇺🇸,0
"So excited to be heading to Napa right after Christmas DM me for photography collaborations I…
",🎄,1
"#lsd L$D#asaprocky A$ap Rocky#atlonglastasap At.Long.Last.A$ap @ Ontario, California
",🇺🇸,0
"The U.S. Army First Division Monument, placed west of the White House in President's Park,…
",🇺🇸,0
"Horrendous view from my parking space the other day. Absolutely atrocious. #jokes…
",😜,2
"#washingtonmonument #freedom #usa #musician #tourlife #tour #guitar #guitarist @ Broken…
",🇺🇸,0
"LOL, I'm ridiculous #retailtherapy #kobescorner #tributetokobe #kobeXI #achilles #vino #mamba…
",😜,2
"Always Remember. Never Forget. @ 9/11 National Memorial, New…
",🇺🇸,0
"Merry Christmas from momma moore and I @ Amherst, Ohio
",🎄,1
"Look mom and dad!!!! I MADE it out alive this year @ Budweiser Made in America Festival PA
",😜,2
"Working a double on Halloween isn't so bad when you work with the sassiest girls around. @ Sassy's…
",😜,2
"Family Christmas (@ John F. Kennedy International Airport - @user in Queens, NY)
",🎄,1
"@ Worldtrade Center 9/11 Memorial
",🇺🇸,0
"Hey Everybody! I have not spammed you - all the links I posted (back to back) are actually…
",😜,2
"my favorite tree Merry Christmas Eve :) @ Lexington, Kentucky
",🎄,1
"one of my FAV dresses just hit the floor!! Come see me @user until 5:30! @ The…
",😜,2
"RIP JOHN + JOYCE #WW2 #veteran #memorialservice #warveteran #usarmy @ Fort Scott, Kansas
",🇺🇸,0
"Proud to say that I’m more than halfway done with my Christmas shopping!! This customized…
",🎄,1
"Cause #Merica Happy 4th everyone! #FoodPorn #ChuckyBabys @ The…
",🇺🇸,0
"Made in America @ United States
",🇺🇸,0
"So many beautiful new ornaments and great memories from 2017! #ohchristmastree…
",🎄,1
"Finally it's Christmas! Hanson said so, so that makes it true. Fact. @ Epcot - Walt Disney World
",🎄,1
"#merrymerry #xmas2017 #mimijayne #visitingpoppy #happybaby #merryandbright Thanks for the Xmas…
",🎄,1
"Quick shake before work, best protein in the game by far, especially this honey granola flavor …
",😜,2
"Shop Now!40% off HairBeat Wavy this Holiday Season Available on our site at
",🎄,1
"Sunday Funday, Baby girl went BLONDE #haircolorbykianadenae @ Denver, Colorado
",😜,2
"20.07.’16Old Town#Canon #blancoynegro #stadhuis #Alexandria @ Alexandria City Hall
",🇺🇸,0
"I’m dreaming of a tan Christmas ...#spraytan #healthitan #beach #beachbody #healthy…
",🎄,1
"Our class multicultural holiday tree. I’ve had this tree since my freshman year of college at…
",🎄,1
"Be Naughty @ North Philadelphia
",🎄,1
"Happy 241st birthday America #4thofjuly #4thofjulyoutfit #america #usa #independenceday #beach…
",🇺🇸,0
"What's a man without his mosa? #sundayfunday #brunch #bangers #manmosa @ Banger's Sausage…
",😜,2
"Happy July 4th Kids TRI for Kids - A ""Chamber of Commerce"" Day in Zionsville Indiana -…
",🇺🇸,0
"Get ready Raleigh...#tws2016 is here!! 1,700 wildlife biologists, 5 days, all the nerds …
",😜,2
"9.11.17. Will Never Forget #neverforget #911memorial #september11th @ One World Trade Center
",🇺🇸,0
"#ThankYouIsNotEnough #ProudAmerican # @ Mom &amp; Daddy's House
",🇺🇸,0
"Point Reyes #toffkinapoti #usa #pointreyes #pointreyeslighthouse #picoftheday #roadtrip #life…
",🇺🇸,0
"Merry CHRISTmas ""Behold, a virgin shall conceive, and bear a son, and shall call his name…
",🎄,1
"@ Worldtrade Center 9/11 Memorial
",🇺🇸,0
"NYC at Christmas is always a good idea @ New York, New York
",🎄,1
"I Love The Chicas With The Big Ol Ass #indiehiphop #hyprbst #azhiphop #unsignedartist #hiphop…
",😜,2
".@blakeshelton #VoicePremiere and had better watch out for Jennifer! She is good
",🇺🇸,0
"Rockefeller Christmas Tree visit &amp; very tempted to leave Heather…
",🎄,1
"#527 #getoutandvote @ Jamestown Township Office
",🇺🇸,0
"Merry Christmas from my family to yours #familychristmasphoto @user
",🎄,1
"Vegas @ Mandalay Bay Resort and Casino
",🇺🇸,0
"It’s Christmastime in the city @ Sundance Square
",🎄,1
"Festive Christmas shopping. #holtsbloor #HoltRenfrew #BloorYorkville #Toronto #Christmas…
",🎄,1
"Empire State #NewYork @ Empire State Building
",🇺🇸,0
"Beautiful drive this morning through the valleys of Montana U.S.A. @ Montana
",🇺🇸,0
"happy birthday, @user #tellmeimyournationalanthem @ The…
",🇺🇸,0
"New uniforms @ Cleveland State University
",😜,2
"Every successful person has a big dream and it is that gives you the strength to never give…
",🇺🇸,0
"If only the tree was as lit as we were... #UglySweaters @ UW Oshkosh
",🎄,1
"Xmas feels at nyc @ Rockefeller Center
",🎄,1
"Thanks for the music rehearsal help Lefty. @ Studio City, California Neighborhood
",😜,2
"Merry Christmas! #companychristmasparty @ Secaucus, New Jersey
",🎄,1
"Happy 4th, y'all! @ Topgolf
",🇺🇸,0
"The annual Maita cutting was a success! It's officially Christmas time!! @ Davis Ranch L.L.C.
",🎄,1
"We were rehearsal for Marc Jacobs show in nyc I like his choreograph.and I will dance the…
",🇺🇸,0
"Good times painting... PS: I like his version better #pinotspalette @ Pinot's Palette
",😜,2
"Lori knows how to kick off a Friday! Isn't it pure truth! @ Merrill Lynch Chattanooga
",😜,2
"""@realDonaldTrump: Watching the returns at 9:45pm. #ElectionNight #MAGA
",🇺🇸,0
"merry christmas eve @ Castle Hotel &amp; Spa
",🎄,1
"Much love to @user She is super humble and sexy Nice seeing you. @ Los Angeles, California
",😜,2
"This is what a vegan eats at a truck stop in Arkansas. #veganlife #gottaloveit #truckstop…
",😜,2
"Quick trip to Houston for #usmnt @user (@ Newark Liberty International Airport (EWR))
",🇺🇸,0
"God bless the U.S.A.! #happy4thofjuly @ Lake Hamilton, Arkansas
",🇺🇸,0
"Post-gaming @ #ritzbarandlounge lol #home #ilikethisnewdancer #youbetterworkbitch…
",😜,2
"you already know what it is. christmas at brenda’s year ???????? @user
",🎄,1
"San Francisco Gay Mens Chorus @ Castro Theatre
",🎄,1
"Christmas Time #xmas @ The Grove
",🎄,1
"Happy #4thofjuly American People !! Great memories from #BlackHillsVeteransMemorial…
",🇺🇸,0
"@ Millennium Park
",🎄,1
"Watching #USA vs #JAM #GoldCupFinal America scores the second goal @ 89th min and wins the…
",🇺🇸,0
"Happy Birthday, 'Merica!!! @ Riversport OKC
",🇺🇸,0
"Red, White, and Bamboozled out of my own fraternity party @ Sigma…
",🇺🇸,0
"do u even couple vacation if u don't take EXTRA cheesy pics @ Top…
",😜,2
"Happy 4th @ Nashville, Tennessee
",🇺🇸,0
"Another shoulder day in the books. Now onto shopping fun! #gotgoals #postbrachioplasty…
",😜,2
"These are a few of my favorite things... #happyholidays #ilovemyparents #family…
",🎄,1
"We voted! #americaisalreadygreat @ First United Methodist Church -…
",🇺🇸,0
"It's been four years and I'm still stuck with these two @ Bryant–Denny Stadium
",😜,2
"@ One World Trade Center
",🇺🇸,0
"Mr. Warthog is looking might festive. @ Fort Worth, Texas
",🎄,1
"Happy Holidays from our lovely little Linfield family @ Linfield College
",🎄,1
"The trip is over, let the latergrams begin @ Williamsburg NYC
",🇺🇸,0
"Hope you had a safe and fun 4th of July. #4thofjuly #july4th #america #merica #merica @user
",🇺🇸,0
"Christmas in Portland ♡♡♡ #ohyeah #westcoast #merrychristmas #christmas #happyholidays…
",🎄,1
"#savannahatnight #xmas2017 hollycheetah @ Savannah Historic District
",🎄,1
"Happy Fourth of July from our family to yours. #acupfullofsass #family #4thofjuly @ Kalahari…
",🇺🇸,0
"I vote. I voted. #potus #issues #democrat #republican #pickyourpoison #supremecourt #future…
",🇺🇸,0
"#tbt when I visited one of my favorite city #whashingtondc ... #sunnyday #luckygirl #usa #fun…
",🇺🇸,0
"Good morning from our gingerbread house headquarters . We’re open 8-6 today We have been busy…
",🎄,1
"(at @user in Austin, TX)
",😜,2
"@user I knew you'd like that. dude when he gave them to me he said ""little teen trio girl, come here I have candy for you""
",😜,2
"@ Washington, District of Columbia
",🇺🇸,0
"#lasercut acrylic that I made in the #fablab @ CIC Boston
",🎄,1
"If there is one thing we can all agree on, it’s that Tracy Chapman wrote one hell of a song…
",🎄,1
"All smiles for the birth of America and making it great again @user
",🇺🇸,0
"Happy Birthday America Happy 4th Everybody #momentthreads #moment #findyours #4thofjuly…
",🇺🇸,0
"Spectacular fireworks last night at Colusa Casino! #fireworks #colusa #4thofjuly…
",🇺🇸,0
"STILL BETTER CANDIDATES THAN THE US PRESIDENTIAL ELECTION!!! #CountChocula…
",🇺🇸,0
"My new friends are double fisting hot cocoa and candy canes at the Mount Dora Christmas walk @user
",🎄,1
"T-top Thursday _________________________________________#transam #firebird #ls1 #lsx…
",🇺🇸,0
"Just my awkward fami{Leo} hangin out. Willkommen in Amerika! @user
",🇺🇸,0
"God Bless America!! #oldglory #usa #makeamericagreatagain #trump…
",🇺🇸,0
"Last weekend with my cousin Nellie from America About time we…
",🇺🇸,0
"@ South Street Seaport
",🎄,1
"Happy Christmas! Merry Hanukkah! @ Bergen County Winter Wonderland
",🎄,1
"Happy birthday, America! #bombobar #happy4th @ BomboBar
",🇺🇸,0
"don't get your tinsel in a tangle! #TisTheSeason #MerryChristmas @ Ridgefield Park, New Jersey
",🎄,1
"It’s Christmas Party week at school! Love seeing so many cute mommas wearing SMIJ to these…
",🎄,1
"Happy December 1st! Woke up feeling festive p.s. Pic taken couple years ago.. so no snow…
",🎄,1
"USA USA @ Hampton Beach, New Hampshire
",🇺🇸,0
"#nyc @ Radio City Music Hall
",🎄,1
"""To travel is to take a journey into yourself""•#tb to #losangeles ••#fun #holiday…
",🇺🇸,0
"Barack #Obama : Michael #Jordan = Donald #Trump : Brian Scalabrine#election2016 @ The White…
",🇺🇸,0
"Merry Chrysler @ City of Coral Springs
",🎄,1
"Feelin' horny in #sturgis for the #sturgis2016 rally with…
",😜,2
"Vote for Jeb, vote for America #jeb2016 @ Shealy's Bar-B-Que
",🇺🇸,0
"Hello #birtekoors #farmersinsurance #koorsinsurance @ Koors Insurance
",🇺🇸,0
"#MerryChristmas @ No Middle Ground Worship Center, Inc.
",🎄,1
"Hello, New York #nyc #newyork #vsco #timessquare @ Times Square, New York City
",🇺🇸,0
"Me welcoming the new year like #Repost @user REALLY FEEL THE CHRISTMAS SPIRIT …
",🎄,1
"We Voted! and so should You Anyone who comes in wearing a ""I Voted"" Sticker gets a free Miso…
",🇺🇸,0
"goof balls | #aboutlastnight #latergram #samebutdifferent #holidayparty @ Los Angeles, California
",😜,2
"Autumn in MARYLAND #justineinMARYLAND2016 @ Little Patuxent Columbia, MD
",🇺🇸,0
"Tomorrow night, lit up like a bug Christmas tree. Rain, cold, nasty.. @ Pulse Restaurant @user
",🎄,1
"Life is always good at the lake. #PureMichigan #PawPawLake @ Paw…
",🇺🇸,0
"The best gift for your bestie, 5oclocksunday, is matching meundies #WhoNeedsAChristmasTree…
",🎄,1
"Houston, we got a problem. #astronaut #NASA #Houston #grammers @user
",🇺🇸,0
"Happiness doesn't have to be limited to just an hour We're open all day long! Join us tonight…
",😜,2
"babe @ Williamsburg, Brooklyn
",😜,2
"NASA proud!! A @user and @user team evaluated the techniques that will be used…
",🇺🇸,0
"Our beautifully motivated Christmas Tree #ocomeallyefaithful #CHRISTmas @ Oceanside, California
",🎄,1
"'Murica @ Jackson High School (Stark County, Ohio)
",🇺🇸,0
"Someone ready for Christmas. #babyboy #lookingalotlikechristmas @user
",🎄,1
"Full length #headtotoe can't wait to be tan again @ East Village, Manhattan
",😜,2
"Just one more week til ! The fun of #disneyholidays lasts through January 7! Thx to…
",🎄,1
"Chilling at someone's green house. #DaytonHistory @ Carillon Historical…
",😜,2
"The best group to go to Fest with @ Ohio University
",😜,2
"Still selling (@ Top Banana in Seattle, WA)
",🎄,1
"Things got a little festive at the office #christmas2016 @ RedRock…
",🎄,1
"Merry Christmas from our house to yours @ Kappa Sigma - High Point University
",🎄,1
"Felipe the penguin has made his return and is now joined by Fergie…
",🎄,1
"If you aren't having his much fun at your wedding I have to wonder who your planner is . Or…
",😜,2
"I'm ready for... #ImWithHer #dncinphl #demconvention @ 2016 Democratic National Convention
",🇺🇸,0
"@ Purdue University
",🇺🇸,0
"MONTROSE CAR SHOW! Today 'til 2 Next cacklefest at noon. Honolulu &amp; Ocean View! FUN! @user
",🇺🇸,0
"#OrlandoEye #Orlando #Florida @ The Orlando Eye
",🇺🇸,0
"We got it done today! ..#Christmastree #iheartChristmas #greatweekend #vintagebulbs…
",🎄,1
"Coming to a mailbox near you! #starwars #commentcardreplies #flyingpiecommentcard #flyingpie…
",😜,2
"""Pam Hansen is not your Mother"" but she IS mine. We've come full…
",😜,2
"About last night... #CincoDeMayo #MangosTropicalCafe @ Mango's…
",😜,2
"What a fun 4 days with my fave girlies~ @ Rockefeller Center
",🎄,1
"How did you spend your weekend? Bike or bounce! #trampoline #Training #gym #trekbikes…
",😜,2
"Footprints on the moon tell me the sky really isnt the limit #happyveteransday #navypride @user
",🇺🇸,0
"Cotton candy shenanigans...Darin didn’t want to be in the picture so he took himself out ...HNY…
",😜,2
"Give me that heart and that soul... American Rock N’ Roll. @user new album on repeat!!…
",🇺🇸,0
"Great wrap and logo - where you find this boat you'll find a #floatnthang or two. We love the…
",🇺🇸,0
"Day 2 @ Ultra Music Festival
",🇺🇸,0
"We Are in Los Angeles!!!# #米 @ DoubleTree by Hilton Los Angeles Downtown
",🇺🇸,0
"@user booth C112 @user Context @ Miami, Florida
",😜,2
"Pacific with rocks and that @ Carmel Beach 17 Mile Drive
",🇺🇸,0
"Hey @user - please install a bike rack @ Red Bicycle Woodbine
",😜,2
"Super Cute Pill Organizers! #ChillPill #GiftGivingSimplified #ShopLocal #CaldwellNJ …
",🇺🇸,0
"@ The Wizarding World of Harry Potter at Universal Studios Hollywood
",😜,2
"Happy 4th y'all @ Big Bear Lake City
",🇺🇸,0
"@user lit. Time for #eggnog Happy holidays! #nationalchristmastreelighting…
",🎄,1
"Fun night in the city with good people. Big thanks to @user ! #CashCash #Lit @ New York, New…
",🇺🇸,0
"Good views... en Sky Deck Willis Tower (Sears Tower)
",🇺🇸,0
"m e r r y c h r i s t m a s from newspring’s newest classy christmas card @ NewSpring Church
",🎄,1
"Day 3 Nashville @ Gaylord Opryland Resort &amp; Convention Center
",🇺🇸,0
"Now that's a christmas tree!! #princeton #christmasspirit @ Palmer…
",🎄,1
"Happy 4th of July! #fourthofjuly #fourthofjulyparade #parade #downtownlex @ Lexington, Kentucky
",🇺🇸,0
"Nutcracker 2017 Our 5th Nutcracker did not disappoint. We love kicking off the season…
",🎄,1
"Neon coated dual run capacitor, they are giving a 5 year warranty on it also. Made in We'll see…
",🇺🇸,0
"I already won the lottery. I was born in the U. S. of A. baby #fourthofjuly @ Wilke Lake
",🇺🇸,0
"#fbf to Murica day @ Bealeton, Virginia
",🇺🇸,0
"In 1775 the the Continental Congress established the first Continental Marines…
",🇺🇸,0
"I'm a little more country than that #eastoncorbin #countryconcert #columbiasc @ Columbia,…
",😜,2
"Fall Hair, because blondes love fall too @ Shinieshears
",😜,2
"Thinking about Christmas when we should be thinking about finals @user
",🎄,1
"They put the Christmas tree #Christmas #DC @ Union Station, Washington D.C.
",🎄,1
"High in the sky @ Stratosphere Las Vegas
",🇺🇸,0
"Gig'em @ Texas A&amp;M University
",🇺🇸,0
"DC #roteast16 @ WW2 Memorial
",🇺🇸,0
"Now this is a #Christmas tree. # #holidays #holidayseason #happyholidays @ OUE Skyspace LA
",🎄,1
"Beach BoomMerry Merry Happy Happy---#roadtrip #coastal #beach to beach#citystylist to…
",🎄,1
"Getting Greased up for #grease #pinklady #rizzo #dannyzuko #goofball #LoL @ &amp;Company Resto Bar
",😜,2
"@ Linganore High School
",🇺🇸,0
"Christmas Eve in Glen Ridge - adorable! @ Glen Ridge, New Jersey
",🎄,1
"Good morning and Merry Christmas @ Hollywood Sign
",🎄,1
"Ho ho ho!!! That time of the year again!!! I feel so blessed to have my niece thaalemos with me…
",🎄,1
"Donald Trump rally #MakeAmericaGreatAgain @ Wofford College
",🇺🇸,0
"We'll always stand up and salute, we'll always recognize @ Raymond James Stadium
",🇺🇸,0
"go best friend, that's my best friend #yasssss #orlando #citywalk…
",😜,2
"The #WashingtonMonument at sunset #WashingtonDC @ Washington Monument National Monument
",🇺🇸,0
"Clubhouse weirdos. #RCC #cyclists #HalfAcreBeer #BikeChi @ Rapha Chicago
",😜,2
"Our next adventures now in West Hollywood We've spent the day walking round The Grove and…
",🇺🇸,0
"Halloween is always fun. #halloween #CaptainAmerica #Superman #popart @user
",😜,2
"Baewatch vibes @ St. Pete Beach, Florida
",🇺🇸,0
"Ready or not, it's here... #werenotready #christmasweekend #merrymerry @ Collingswood, New Jersey
",🎄,1
"Post filming selfie for ya Saturday night After shooting action exteriors all day in 40…
",😜,2
"Treininho ""solto"" com essas feras ""light"" roll with these beasts #ryangracielegacy…
",🇺🇸,0
"The countdown to Christmas is on!!! @ Walt Disney's Magic Kingdom
",🎄,1
"Blackberries are magnets for little hands! Happy July 4th weekend ! Open for u-pick…
",🇺🇸,0
"So many fun sessions were had this past year! Some a bit chillier than others (see above ), but…
",🎄,1
"Presents are all wrapped and under the tree! #xmas #xmastime #whitetree #christmas…
",🎄,1
"""Not an easy putt here"" - #USOpen - #prominigolfer - #holeinone - #chromaxgolf - #mattie5…
",🇺🇸,0
"what's poppin big papa? @ Lincoln Memorial
",🇺🇸,0
"On the town with the Emily. Frostys are for dipping fries! @ Wendy's
",😜,2
"There were no hookers to be found @ Hooker Falls
",😜,2
"What a beautiful day on Main Street USA #mainstreet #disney #magickingdom #wdw…
",🇺🇸,0
"CCBC Evensong 2015 @ Christ Chapel Bible Church
",🎄,1
"The Wonder of #Christmas Rev Al Force - guest speaker today at Life. #kissimmee #getexcited…
",🎄,1
"On the beach. #miami #miamibeach #sobe #usa #ilovemiami #summer #vacations #fun #instatravel…
",🇺🇸,0
"Tiny bubbles and our fancy new glasses. Delicate yet drunk proof .....#champagne…
",😜,2
"#christmas2017 @ New Providence, New Jersey
",🎄,1
"Rams defeat the 49ers 41-39What a game!Los Angeles Rams (2-1)San Francisco 49ers…
",🇺🇸,0
"#massimolandi #washington #washingtondc #blog #blogger ST. PATRICK'S CATHOLIC CHURCH IN…
",🇺🇸,0
"I voted today #iamelectionready # #votedtoday #election2016 @ Betty T. Ferguson Recreational…
",🇺🇸,0
"#FBF ....one of the two items I ate at school. The bomb @ Shadow Brook,…
",😜,2
"Happy 4th of July! #murrica @ Lake Merced Golf Club
",🇺🇸,0
"God bless America @ MoMA The Museum of Modern Art
",🇺🇸,0
"Happy Friday @ McGee Hall
",😜,2
"420-0260 Riva in new Tyburn finish with #brass pulls #furniture #modernbath #madeinusa …
",🇺🇸,0
"Was this hat a good choice ( Swipe Left) #HUpoll #Chaacko#Petite#Fashion #InstaStyle…
",🎄,1
"Merry Christmas and happy holidays to you and yours #TrendMeetsTradition #Regram…
",🎄,1
"Thank you for this time ... This time it was San Francisco/Oakland and Miami. Good start on the…
",🇺🇸,0
"Christmas Eve dinner with family... #christmastable #christmastree #christmaseve #family…
",🎄,1
"#newyork #eeuu #eeuu #instagram #travel #vacances @ M&amp;M'S World
",🇺🇸,0
"(@ Hadi Residence in Chandler, AZ)
",🇺🇸,0
"Loft vibes. #WashingtonDC #DumpTrump @ Dupont Circle
",🇺🇸,0
"tree lighting @ The Mall at Partridge Creek
",🎄,1
"Throwback to last week's FBF VOD should be up today on my YouTube channel! You should sub to…
",😜,2
"Last Christmas I gave you my heart...and luckily you still have it #eeewwwww @ Mount Gretna…
",🎄,1
"It's @user drone bobblehead night, so gotta get here early. (@ Greater Nevada Field for Fresno Grizzlies at R...)
",😜,2
"tis the Christmas party season @ Ball State University
",🎄,1
"NEW YORK! NEW YORK! I'm in NYC in mid-September for roughly a week so any models,…
",🇺🇸,0
"Thankful to live in a county as beautiful as this one. #lakelife @user
",🇺🇸,0
"When i tell u i have the coolest Mom!.... #MommaBurr #LoveIsLove #GetitTwin @ Rockland County
",😜,2
"Red, white and #bump #38weeks @ Matthews Beach Park
",🇺🇸,0
"I love this place #like #love #follow @ Washington Monument National Monument
",🇺🇸,0
"9/11 #neverforget #rememberthefallen #911memorial @ National September 11 Memorial &amp; Museum
",🇺🇸,0
"As we celebrate women's #Suffrage this month ~ there are continuously women who shape…
",🇺🇸,0
"Who's ready to #makeamericagreatagain #merica #saynotohillary #trump #trump #merica @user
",🇺🇸,0
"I 100% believe you should have to show your Id to vote.. #votingearly #itsarightnotaprivilege…
",🇺🇸,0
"#Minneapolis #TwinCities #Downtown #Minnesota @ Downtown Minneapolis
",🇺🇸,0
"Home sweet home! @ Pittsburgh International Airport
",🎄,1
"Veterans Day. Thankful today and everyday for all who have served in the armed forces and for…
",🇺🇸,0
"Day 2 San Francisco. #garage #usa #holidays #woman #sanfrancisco #color #day2 #walk #travel…
",🇺🇸,0
"Yo, @user is crazy !!! Never thought I'll be cool with the people I went to high…
",😜,2
"Happy Independence Day #proudtobeanamerican @ Om Salon
",🇺🇸,0
"#agcochallenger #usa @ Dundalk, Maryland
",🇺🇸,0
"Lou’s going to college, and I’m going to be a #godparent!!! Tissues on deck this #Christmas …
",🎄,1
"USA #rio2016 @ Olympic Training Center- Park City
",🇺🇸,0
"Christmas Cheers !!! @ Nordstrom Beachwood Place
",🎄,1
"saudades @ New York, New York
",🇺🇸,0
"How many Carnahan’s can you fit in a Christmas Cart? #ontour #spreadingchristmasjoy #florida @user
",🎄,1
"Happy 4th of July #happy #4thofjuly #usa #independenceday #greenlake #wisconsin #family…
",🇺🇸,0
"Merry Christmas from the Orion family have to work off the bomb…
",🎄,1
"Christmas Tree cutting elf yeah! @ Silveyville Pumpkin &amp; Christmas Tree…
",🎄,1
"Merry Christmas Eve, God bless us, everyone. :) @ Imperial Beach Pier
",🎄,1
"Had a Blast at the @user Christmas party!!! nathanwilsondp @user @ WPA |…
",🎄,1
"On the streets of San Francisco @ Union Square, San Francisco
",🇺🇸,0
"@ Mr. Jingle's Christmas Trees
",🎄,1
"Didn't say I couldn't post this picture lovez you my Tor bug. Had a great time with you tonight…
",😜,2
"Enjoyed the Links Christmas Party! @ Connecticut
",🎄,1
"is approaching and we have gift certificates available in all increments! @ California Craft Beer
",🎄,1
"From the somerville test kitchen more adventures with organic Latvian grains #bakemoresourdough…
",😜,2
"Made Christmas Cookies Wrapped all my own gifts Played…
",🎄,1
"My favorite place with my favorite person #merriestoftimes @ The Omni Homestead Resort
",🎄,1
"Downtown #ny #nyc #newyork #newyorkcity #f4f #follow #followall #followbackalways…
",🇺🇸,0
"This is a puppy? I think your puppy is bigger than you, amandatufano @ York County, Pennsylvania
",😜,2
"Third Christmas together, first time seeing the lights @ Monument Circle Indianapolis
",🎄,1
"Happy Veterans Day to our real and true Heroes! @ W. H. Taylor Consulting
",🇺🇸,0
"Find a girl that looks at you like I look at Classic Empire. @ William T. Young Library
",😜,2
"Yo they crazy as hell @ Harford Rd &amp; the Alameda FS N
",😜,2
"MERICA !!! @ Landis Field
",🇺🇸,0
"We all have those days where our clothes just don't wanna play nice together (we love this post…
",😜,2
"U. S. Capitol @ United States Capitol
",🇺🇸,0
"House of Cards en Washington, District of Columbia
",🇺🇸,0
"Get out and vote, America! #ivoted #election2016 #electionday #america #rockthevote…
",🇺🇸,0
"God bless the USA @ Beverly, Kentucky
",🇺🇸,0
"we wear our country on our shoulders @ McAdory High School Football Field
",🇺🇸,0
"Some battle worn flag stickers for sparrow.tactical.gear #LoneStarSigns…
",🇺🇸,0
"Merry Christmas from NYC to you @ Rockefeller Center
",🎄,1
"10 days to go!! Don't forget your stocking stuffers #hamont #antiques #oddities #dundasont @user
",🎄,1
"Still trying to get this little guy home for Christmas #homeforchristmas #sendhimhome…
",🎄,1
"merry LITmas (we hate ari) @ Suzie's Dogs &amp; Drafts Boardman,OH
",🎄,1
"Glad I can take on U of M with you thoths @ Liberty Bowl Memorial Stadium
",😜,2
